geo_accession	cell_line	treatment	tissue	dose_nM	time_hours
GSM3236873	M14	sirolimus	Melanoma	10	6
GSM3236871	M14	sirolimus	Melanoma	10	24
GSM3236869	M14	sirolimus	Melanoma	100	2
GSM3236870	M14	sirolimus	Melanoma	100	6
GSM3236868	M14	sirolimus	Melanoma	100	24
GSM3237900	M14	sunitinib	Melanoma	0	2
GSM3237901	M14	sunitinib	Melanoma	0	6
GSM3237899	M14	sunitinib	Melanoma	0	24
GSM3237906	M14	sunitinib	Melanoma	200	2
GSM3237907	M14	sunitinib	Melanoma	200	6
GSM3237905	M14	sunitinib	Melanoma	200	24
GSM3237903	M14	sunitinib	Melanoma	2000	2
GSM3237904	M14	sunitinib	Melanoma	2000	6
GSM3237902	M14	sunitinib	Melanoma	2000	24
GSM3231812	MALME-3M	5-Azacytidine	Melanoma	0	2
GSM3231813	MALME-3M	5-Azacytidine	Melanoma	0	6
GSM3231811	MALME-3M	5-Azacytidine	Melanoma	0	24
GSM3231815	MALME-3M	5-Azacytidine	Melanoma	1000	2
GSM3231816	MALME-3M	5-Azacytidine	Melanoma	1000	6
GSM3231814	MALME-3M	5-Azacytidine	Melanoma	1000	24
GSM3231818	MALME-3M	5-Azacytidine	Melanoma	5000	2
GSM3231819	MALME-3M	5-Azacytidine	Melanoma	5000	6
GSM3231817	MALME-3M	5-Azacytidine	Melanoma	5000	24
GSM3232289	MALME-3M	bortezomib	Melanoma	0	2
GSM3232290	MALME-3M	bortezomib	Melanoma	0	6
GSM3232288	MALME-3M	bortezomib	Melanoma	0	24
GSM3232295	MALME-3M	bortezomib	Melanoma	10	2
GSM3232296	MALME-3M	bortezomib	Melanoma	10	6
GSM3232294	MALME-3M	bortezomib	Melanoma	10	24
GSM3232292	MALME-3M	bortezomib	Melanoma	100	2
GSM3232293	MALME-3M	bortezomib	Melanoma	100	6
GSM3232291	MALME-3M	bortezomib	Melanoma	100	24
GSM3232800	MALME-3M	cisplatin	Melanoma	0	2
GSM3232801	MALME-3M	cisplatin	Melanoma	0	6
GSM3232799	MALME-3M	cisplatin	Melanoma	0	24
GSM3232806	MALME-3M	cisplatin	Melanoma	3000	2
GSM3232807	MALME-3M	cisplatin	Melanoma	3000	6
GSM3232805	MALME-3M	cisplatin	Melanoma	3000	24
GSM3232803	MALME-3M	cisplatin	Melanoma	15000	2
GSM3232804	MALME-3M	cisplatin	Melanoma	15000	6
GSM3232802	MALME-3M	cisplatin	Melanoma	15000	24
GSM3234839	MALME-3M	geldanamycin	Melanoma	0	2
GSM3234840	MALME-3M	geldanamycin	Melanoma	0	6
GSM3234838	MALME-3M	geldanamycin	Melanoma	0	24
GSM3234845	MALME-3M	geldanamycin	Melanoma	100	2
GSM3234846	MALME-3M	geldanamycin	Melanoma	100	6
GSM3234844	MALME-3M	geldanamycin	Melanoma	100	24
GSM3234842	MALME-3M	geldanamycin	Melanoma	1000	2
GSM3234843	MALME-3M	geldanamycin	Melanoma	1000	6
GSM3234841	MALME-3M	geldanamycin	Melanoma	1000	24
GSM3235339	MALME-3M	gemcitibine	Melanoma	0	2
GSM3235340	MALME-3M	gemcitibine	Melanoma	0	6
GSM3235338	MALME-3M	gemcitibine	Melanoma	0	24
GSM3235345	MALME-3M	gemcitibine	Melanoma	200	2
GSM3235346	MALME-3M	gemcitibine	Melanoma	200	6
GSM3235344	MALME-3M	gemcitibine	Melanoma	200	24
GSM3235342	MALME-3M	gemcitibine	Melanoma	2000	2
GSM3235343	MALME-3M	gemcitibine	Melanoma	2000	6
GSM3235341	MALME-3M	gemcitibine	Melanoma	2000	24
GSM3236344	MALME-3M	paclitaxel	Melanoma	0	2
GSM3236345	MALME-3M	paclitaxel	Melanoma	0	6
GSM3236343	MALME-3M	paclitaxel	Melanoma	0	24
GSM3236350	MALME-3M	paclitaxel	Melanoma	10	2
GSM3236351	MALME-3M	paclitaxel	Melanoma	10	6
GSM3236349	MALME-3M	paclitaxel	Melanoma	10	24
GSM3236347	MALME-3M	paclitaxel	Melanoma	100	2
GSM3236348	MALME-3M	paclitaxel	Melanoma	100	6
GSM3236346	MALME-3M	paclitaxel	Melanoma	100	24
GSM3236875	MALME-3M	sirolimus	Melanoma	0	2
GSM3236876	MALME-3M	sirolimus	Melanoma	0	6
GSM3236874	MALME-3M	sirolimus	Melanoma	0	24
GSM3236881	MALME-3M	sirolimus	Melanoma	10	2
GSM3236882	MALME-3M	sirolimus	Melanoma	10	6
GSM3236880	MALME-3M	sirolimus	Melanoma	10	24
GSM3236878	MALME-3M	sirolimus	Melanoma	100	2
GSM3236879	MALME-3M	sirolimus	Melanoma	100	6
GSM3236877	MALME-3M	sirolimus	Melanoma	100	24
GSM3238958	MALME-3M	vorinostat	Melanoma	0	2
GSM3238959	MALME-3M	vorinostat	Melanoma	0	6
GSM3238957	MALME-3M	vorinostat	Melanoma	0	24
GSM3238961	MALME-3M	vorinostat	Melanoma	1000	2
GSM3238962	MALME-3M	vorinostat	Melanoma	1000	6
GSM3238960	MALME-3M	vorinostat	Melanoma	1000	24
GSM3238964	MALME-3M	vorinostat	Melanoma	5000	2
GSM3238965	MALME-3M	vorinostat	Melanoma	5000	6
GSM3238963	MALME-3M	vorinostat	Melanoma	5000	24
GSM3234335	MCF7	erlotinib	Breast	0	2
GSM3234336	MCF7	erlotinib	Breast	0	6
GSM3234334	MCF7	erlotinib	Breast	0	24
GSM3234341	MCF7	erlotinib	Breast	1000	2
GSM3234342	MCF7	erlotinib	Breast	1000	6
GSM3234340	MCF7	erlotinib	Breast	1000	24
GSM3234338	MCF7	erlotinib	Breast	10000	2
GSM3234339	MCF7	erlotinib	Breast	10000	6
GSM3234337	MCF7	erlotinib	Breast	10000	24
GSM3234848	MCF7	geldanamycin	Breast	0	2
GSM3234849	MCF7	geldanamycin	Breast	0	6
GSM3234847	MCF7	geldanamycin	Breast	0	24
GSM3234854	MCF7	geldanamycin	Breast	100	2
GSM3234855	MCF7	geldanamycin	Breast	100	6
GSM3234853	MCF7	geldanamycin	Breast	100	24
GSM3234851	MCF7	geldanamycin	Breast	1000	2
GSM3234852	MCF7	geldanamycin	Breast	1000	6
GSM3234850	MCF7	geldanamycin	Breast	1000	24
GSM3235827	MCF7	lapatinib	Breast	0	2
GSM3235828	MCF7	lapatinib	Breast	0	6
GSM3235826	MCF7	lapatinib	Breast	0	24
GSM3235833	MCF7	lapatinib	Breast	1000	2
GSM3235834	MCF7	lapatinib	Breast	1000	6
GSM3235832	MCF7	lapatinib	Breast	1000	24
GSM3235830	MCF7	lapatinib	Breast	10000	2
GSM3235831	MCF7	lapatinib	Breast	10000	6
GSM3235829	MCF7	lapatinib	Breast	10000	24
GSM3236353	MCF7	paclitaxel	Breast	0	2
GSM3236354	MCF7	paclitaxel	Breast	0	6
GSM3236352	MCF7	paclitaxel	Breast	0	24
GSM3236359	MCF7	paclitaxel	Breast	10	2
GSM3236360	MCF7	paclitaxel	Breast	10	6
GSM3236358	MCF7	paclitaxel	Breast	10	24
GSM3236356	MCF7	paclitaxel	Breast	100	2
GSM3236357	MCF7	paclitaxel	Breast	100	6
GSM3236355	MCF7	paclitaxel	Breast	100	24
GSM3236884	MCF7	sirolimus	Breast	0	2
GSM3236885	MCF7	sirolimus	Breast	0	6
GSM3236883	MCF7	sirolimus	Breast	0	24
GSM3236890	MCF7	sirolimus	Breast	10	2
GSM3236891	MCF7	sirolimus	Breast	10	6
GSM3236889	MCF7	sirolimus	Breast	10	24
GSM3236887	MCF7	sirolimus	Breast	100	2
GSM3236888	MCF7	sirolimus	Breast	100	6
GSM3236886	MCF7	sirolimus	Breast	100	24
GSM3238967	MCF7	vorinostat	Breast	0	2
GSM3238968	MCF7	vorinostat	Breast	0	6
GSM3238966	MCF7	vorinostat	Breast	0	24
GSM3238970	MCF7	vorinostat	Breast	1000	2
GSM3238971	MCF7	vorinostat	Breast	1000	6
GSM3238969	MCF7	vorinostat	Breast	1000	24
GSM3238973	MCF7	vorinostat	Breast	5000	2
GSM3238974	MCF7	vorinostat	Breast	5000	6
GSM3238972	MCF7	vorinostat	Breast	5000	24
GSM3232818	MDA-MB-231	cisplatin	Breast	0	2
GSM3232819	MDA-MB-231	cisplatin	Breast	0	6
GSM3232817	MDA-MB-231	cisplatin	Breast	0	24
GSM3232824	MDA-MB-231	cisplatin	Breast	3000	2
GSM3232825	MDA-MB-231	cisplatin	Breast	3000	6
GSM3232823	MDA-MB-231	cisplatin	Breast	3000	24
GSM3232821	MDA-MB-231	cisplatin	Breast	15000	2
GSM3232822	MDA-MB-231	cisplatin	Breast	15000	6
GSM3232820	MDA-MB-231	cisplatin	Breast	15000	24
GSM3234344	MDA-MB-231	erlotinib	Breast	0	2
GSM3234345	MDA-MB-231	erlotinib	Breast	0	6
GSM3234343	MDA-MB-231	erlotinib	Breast	0	24
GSM3234350	MDA-MB-231	erlotinib	Breast	1000	2
GSM3234351	MDA-MB-231	erlotinib	Breast	1000	6
GSM3234349	MDA-MB-231	erlotinib	Breast	1000	24
GSM3234347	MDA-MB-231	erlotinib	Breast	10000	2
GSM3234348	MDA-MB-231	erlotinib	Breast	10000	6
GSM3234346	MDA-MB-231	erlotinib	Breast	10000	24
GSM3234857	MDA-MB-231	geldanamycin	Breast	0	2
GSM3234858	MDA-MB-231	geldanamycin	Breast	0	6
GSM3234856	MDA-MB-231	geldanamycin	Breast	0	24
GSM3234863	MDA-MB-231	geldanamycin	Breast	100	2
GSM3234864	MDA-MB-231	geldanamycin	Breast	100	6
GSM3234862	MDA-MB-231	geldanamycin	Breast	100	24
GSM3234860	MDA-MB-231	geldanamycin	Breast	1000	2
GSM3234861	MDA-MB-231	geldanamycin	Breast	1000	6
GSM3234859	MDA-MB-231	geldanamycin	Breast	1000	24
GSM3235357	MDA-MB-231	gemcitibine	Breast	0	2
GSM3235358	MDA-MB-231	gemcitibine	Breast	0	6
GSM3235356	MDA-MB-231	gemcitibine	Breast	0	24
GSM3235363	MDA-MB-231	gemcitibine	Breast	200	2
GSM3235364	MDA-MB-231	gemcitibine	Breast	200	6
GSM3235362	MDA-MB-231	gemcitibine	Breast	200	24
GSM3235360	MDA-MB-231	gemcitibine	Breast	2000	2
GSM3235361	MDA-MB-231	gemcitibine	Breast	2000	6
GSM3235359	MDA-MB-231	gemcitibine	Breast	2000	24
GSM3236362	MDA-MB-231	paclitaxel	Breast	0	2
GSM3236363	MDA-MB-231	paclitaxel	Breast	0	6
GSM3236361	MDA-MB-231	paclitaxel	Breast	0	24
GSM3236368	MDA-MB-231	paclitaxel	Breast	10	2
GSM3236369	MDA-MB-231	paclitaxel	Breast	10	6
GSM3236367	MDA-MB-231	paclitaxel	Breast	10	24
GSM3236365	MDA-MB-231	paclitaxel	Breast	100	2
GSM3236366	MDA-MB-231	paclitaxel	Breast	100	6
GSM3236364	MDA-MB-231	paclitaxel	Breast	100	24
GSM3236893	MDA-MB-231	sirolimus	Breast	0	2
GSM3236894	MDA-MB-231	sirolimus	Breast	0	6
GSM3236892	MDA-MB-231	sirolimus	Breast	0	24
GSM3236899	MDA-MB-231	sirolimus	Breast	10	2
GSM3236900	MDA-MB-231	sirolimus	Breast	10	6
GSM3236898	MDA-MB-231	sirolimus	Breast	10	24
GSM3236896	MDA-MB-231	sirolimus	Breast	100	2
GSM3236897	MDA-MB-231	sirolimus	Breast	100	6
GSM3236895	MDA-MB-231	sirolimus	Breast	100	24
GSM3237397	MDA-MB-231	sorafenib	Breast	0	2
GSM3237398	MDA-MB-231	sorafenib	Breast	0	6
GSM3237396	MDA-MB-231	sorafenib	Breast	0	24
GSM3237403	MDA-MB-231	sorafenib	Breast	5000	2
GSM3237404	MDA-MB-231	sorafenib	Breast	5000	6
GSM3237402	MDA-MB-231	sorafenib	Breast	5000	24
GSM3237400	MDA-MB-231	sorafenib	Breast	10000	2
GSM3237401	MDA-MB-231	sorafenib	Breast	10000	6
GSM3237399	MDA-MB-231	sorafenib	Breast	10000	24
GSM3237921	MDA-MB-231	sunitinib	Breast	0	2
GSM3237922	MDA-MB-231	sunitinib	Breast	0	6
GSM3237920	MDA-MB-231	sunitinib	Breast	0	24
GSM3237927	MDA-MB-231	sunitinib	Breast	200	2
GSM3237928	MDA-MB-231	sunitinib	Breast	200	6
GSM3237926	MDA-MB-231	sunitinib	Breast	200	24
GSM3237924	MDA-MB-231	sunitinib	Breast	2000	2
GSM3237925	MDA-MB-231	sunitinib	Breast	2000	6
GSM3237923	MDA-MB-231	sunitinib	Breast	2000	24
GSM3238976	MDA-MB-231	vorinostat	Breast	0	2
GSM3238977	MDA-MB-231	vorinostat	Breast	0	6
GSM3238975	MDA-MB-231	vorinostat	Breast	0	24
GSM3238979	MDA-MB-231	vorinostat	Breast	1000	2
GSM3238980	MDA-MB-231	vorinostat	Breast	1000	6
GSM3238978	MDA-MB-231	vorinostat	Breast	1000	24
GSM3238982	MDA-MB-231	vorinostat	Breast	5000	2
GSM3238983	MDA-MB-231	vorinostat	Breast	5000	6
GSM3238981	MDA-MB-231	vorinostat	Breast	5000	24
GSM3232827	MDA-MB-435	cisplatin	Melanoma	0	2
GSM3232828	MDA-MB-435	cisplatin	Melanoma	0	6
GSM3232826	MDA-MB-435	cisplatin	Melanoma	0	24
GSM3232833	MDA-MB-435	cisplatin	Melanoma	3000	2
GSM3232834	MDA-MB-435	cisplatin	Melanoma	3000	6
GSM3232832	MDA-MB-435	cisplatin	Melanoma	3000	24
GSM3232830	MDA-MB-435	cisplatin	Melanoma	15000	2
GSM3232831	MDA-MB-435	cisplatin	Melanoma	15000	6
GSM3232829	MDA-MB-435	cisplatin	Melanoma	15000	24
GSM3233828	MDA-MB-435	doxorubicin	Melanoma	0	2
GSM3233829	MDA-MB-435	doxorubicin	Melanoma	0	6
GSM3233827	MDA-MB-435	doxorubicin	Melanoma	0	24
GSM3233834	MDA-MB-435	doxorubicin	Melanoma	100	2
GSM3233835	MDA-MB-435	doxorubicin	Melanoma	100	6
GSM3233833	MDA-MB-435	doxorubicin	Melanoma	100	24
GSM3233831	MDA-MB-435	doxorubicin	Melanoma	1000	2
GSM3233832	MDA-MB-435	doxorubicin	Melanoma	1000	6
GSM3233830	MDA-MB-435	doxorubicin	Melanoma	1000	24
GSM3234353	MDA-MB-435	erlotinib	Melanoma	0	2
GSM3234354	MDA-MB-435	erlotinib	Melanoma	0	6
GSM3234352	MDA-MB-435	erlotinib	Melanoma	0	24
GSM3234359	MDA-MB-435	erlotinib	Melanoma	1000	2
GSM3234360	MDA-MB-435	erlotinib	Melanoma	1000	6
GSM3234358	MDA-MB-435	erlotinib	Melanoma	1000	24
GSM3234356	MDA-MB-435	erlotinib	Melanoma	10000	2
GSM3234357	MDA-MB-435	erlotinib	Melanoma	10000	6
GSM3234355	MDA-MB-435	erlotinib	Melanoma	10000	24
GSM3234866	MDA-MB-435	geldanamycin	Melanoma	0	2
GSM3234867	MDA-MB-435	geldanamycin	Melanoma	0	6
GSM3234865	MDA-MB-435	geldanamycin	Melanoma	0	24
GSM3234872	MDA-MB-435	geldanamycin	Melanoma	100	2
GSM3234873	MDA-MB-435	geldanamycin	Melanoma	100	6
GSM3234871	MDA-MB-435	geldanamycin	Melanoma	100	24
GSM3234869	MDA-MB-435	geldanamycin	Melanoma	1000	2
GSM3234870	MDA-MB-435	geldanamycin	Melanoma	1000	6
GSM3234868	MDA-MB-435	geldanamycin	Melanoma	1000	24
GSM3235366	MDA-MB-435	gemcitibine	Melanoma	0	2
GSM3235367	MDA-MB-435	gemcitibine	Melanoma	0	6
GSM3235365	MDA-MB-435	gemcitibine	Melanoma	0	24
GSM3235372	MDA-MB-435	gemcitibine	Melanoma	200	2
GSM3235373	MDA-MB-435	gemcitibine	Melanoma	200	6
GSM3235371	MDA-MB-435	gemcitibine	Melanoma	200	24
GSM3235369	MDA-MB-435	gemcitibine	Melanoma	2000	2
GSM3235370	MDA-MB-435	gemcitibine	Melanoma	2000	6
GSM3235368	MDA-MB-435	gemcitibine	Melanoma	2000	24
GSM3235845	MDA-MB-435	lapatinib	Melanoma	0	2
GSM3235846	MDA-MB-435	lapatinib	Melanoma	0	6
GSM3235844	MDA-MB-435	lapatinib	Melanoma	0	24
GSM3235851	MDA-MB-435	lapatinib	Melanoma	1000	2
GSM3235852	MDA-MB-435	lapatinib	Melanoma	1000	6
GSM3235850	MDA-MB-435	lapatinib	Melanoma	1000	24
GSM3235848	MDA-MB-435	lapatinib	Melanoma	10000	2
GSM3235849	MDA-MB-435	lapatinib	Melanoma	10000	6
GSM3235847	MDA-MB-435	lapatinib	Melanoma	10000	24
GSM3236902	MDA-MB-435	sirolimus	Melanoma	0	2
GSM3236903	MDA-MB-435	sirolimus	Melanoma	0	6
GSM3236901	MDA-MB-435	sirolimus	Melanoma	0	24
GSM3236908	MDA-MB-435	sirolimus	Melanoma	10	2
GSM3236909	MDA-MB-435	sirolimus	Melanoma	10	6
GSM3236907	MDA-MB-435	sirolimus	Melanoma	10	24
GSM3236905	MDA-MB-435	sirolimus	Melanoma	100	2
GSM3236906	MDA-MB-435	sirolimus	Melanoma	100	6
GSM3236904	MDA-MB-435	sirolimus	Melanoma	100	24
GSM3237930	MDA-MB-435	sunitinib	Melanoma	0	2
GSM3237931	MDA-MB-435	sunitinib	Melanoma	0	6
GSM3237929	MDA-MB-435	sunitinib	Melanoma	0	24
GSM3237936	MDA-MB-435	sunitinib	Melanoma	200	2
GSM3237937	MDA-MB-435	sunitinib	Melanoma	200	6
GSM3237935	MDA-MB-435	sunitinib	Melanoma	200	24
GSM3237933	MDA-MB-435	sunitinib	Melanoma	2000	2
GSM3237934	MDA-MB-435	sunitinib	Melanoma	2000	6
GSM3237932	MDA-MB-435	sunitinib	Melanoma	2000	24
GSM3238452	MDA-MB-435	topotecan	Melanoma	0	2
GSM3238453	MDA-MB-435	topotecan	Melanoma	0	6
GSM3238451	MDA-MB-435	topotecan	Melanoma	0	24
GSM3238458	MDA-MB-435	topotecan	Melanoma	10	2
GSM3238459	MDA-MB-435	topotecan	Melanoma	10	6
GSM3238457	MDA-MB-435	topotecan	Melanoma	10	24
GSM3238455	MDA-MB-435	topotecan	Melanoma	1000	2
GSM3238456	MDA-MB-435	topotecan	Melanoma	1000	6
GSM3238454	MDA-MB-435	topotecan	Melanoma	1000	24
GSM3238985	MDA-MB-435	vorinostat	Melanoma	0	2
GSM3238986	MDA-MB-435	vorinostat	Melanoma	0	6
GSM3238984	MDA-MB-435	vorinostat	Melanoma	0	24
GSM3238988	MDA-MB-435	vorinostat	Melanoma	1000	2
GSM3238989	MDA-MB-435	vorinostat	Melanoma	1000	6
GSM3238987	MDA-MB-435	vorinostat	Melanoma	1000	24
GSM3238991	MDA-MB-435	vorinostat	Melanoma	5000	2
GSM3238992	MDA-MB-435	vorinostat	Melanoma	5000	6
GSM3238990	MDA-MB-435	vorinostat	Melanoma	5000	24
GSM3231843	MDA-MB-468	5-Azacytidine	Breast	0	2
GSM3231844	MDA-MB-468	5-Azacytidine	Breast	0	6
GSM3231842	MDA-MB-468	5-Azacytidine	Breast	0	24
GSM3231846	MDA-MB-468	5-Azacytidine	Breast	1000	2
GSM3231847	MDA-MB-468	5-Azacytidine	Breast	1000	6
GSM3231845	MDA-MB-468	5-Azacytidine	Breast	1000	24
GSM3231849	MDA-MB-468	5-Azacytidine	Breast	5000	2
GSM3231850	MDA-MB-468	5-Azacytidine	Breast	5000	6
GSM3231848	MDA-MB-468	5-Azacytidine	Breast	5000	24
GSM3232325	MDA-MB-468	bortezomib	Breast	0	2
GSM3232326	MDA-MB-468	bortezomib	Breast	0	6
GSM3232324	MDA-MB-468	bortezomib	Breast	0	24
GSM3232331	MDA-MB-468	bortezomib	Breast	10	2
GSM3232332	MDA-MB-468	bortezomib	Breast	10	6
GSM3232330	MDA-MB-468	bortezomib	Breast	10	24
GSM3232328	MDA-MB-468	bortezomib	Breast	100	2
GSM3232329	MDA-MB-468	bortezomib	Breast	100	6
GSM3232327	MDA-MB-468	bortezomib	Breast	100	24
GSM3232836	MDA-MB-468	cisplatin	Breast	0	2
GSM3232837	MDA-MB-468	cisplatin	Breast	0	6
GSM3232835	MDA-MB-468	cisplatin	Breast	0	24
GSM3232842	MDA-MB-468	cisplatin	Breast	3000	2
GSM3232843	MDA-MB-468	cisplatin	Breast	3000	6
GSM3232841	MDA-MB-468	cisplatin	Breast	3000	24
GSM3232839	MDA-MB-468	cisplatin	Breast	15000	2
GSM3232840	MDA-MB-468	cisplatin	Breast	15000	6
GSM3232838	MDA-MB-468	cisplatin	Breast	15000	24
GSM3235854	MDA-MB-468	lapatinib	Breast	0	2
GSM3235855	MDA-MB-468	lapatinib	Breast	0	6
GSM3235853	MDA-MB-468	lapatinib	Breast	0	24
GSM3235860	MDA-MB-468	lapatinib	Breast	1000	2
GSM3235861	MDA-MB-468	lapatinib	Breast	1000	6
GSM3235859	MDA-MB-468	lapatinib	Breast	1000	24
GSM3235857	MDA-MB-468	lapatinib	Breast	10000	2
GSM3235858	MDA-MB-468	lapatinib	Breast	10000	6
GSM3235856	MDA-MB-468	lapatinib	Breast	10000	24
GSM3236380	MDA-MB-468	paclitaxel	Breast	0	2
GSM3236381	MDA-MB-468	paclitaxel	Breast	0	6
GSM3236379	MDA-MB-468	paclitaxel	Breast	0	24
GSM3236386	MDA-MB-468	paclitaxel	Breast	10	2
GSM3236387	MDA-MB-468	paclitaxel	Breast	10	6
GSM3236385	MDA-MB-468	paclitaxel	Breast	10	24
GSM3236383	MDA-MB-468	paclitaxel	Breast	100	2
GSM3236384	MDA-MB-468	paclitaxel	Breast	100	6
GSM3236382	MDA-MB-468	paclitaxel	Breast	100	24
GSM3236911	MDA-MB-468	sirolimus	Breast	0	2
GSM3236912	MDA-MB-468	sirolimus	Breast	0	6
GSM3236910	MDA-MB-468	sirolimus	Breast	0	24
GSM3236917	MDA-MB-468	sirolimus	Breast	10	2
GSM3236918	MDA-MB-468	sirolimus	Breast	10	6
GSM3236916	MDA-MB-468	sirolimus	Breast	10	24
GSM3236914	MDA-MB-468	sirolimus	Breast	100	2
GSM3236915	MDA-MB-468	sirolimus	Breast	100	6
GSM3236913	MDA-MB-468	sirolimus	Breast	100	24
GSM3237939	MDA-MB-468	sunitinib	Breast	0	2
GSM3237940	MDA-MB-468	sunitinib	Breast	0	6
GSM3237938	MDA-MB-468	sunitinib	Breast	0	24
GSM3237945	MDA-MB-468	sunitinib	Breast	200	2
GSM3237946	MDA-MB-468	sunitinib	Breast	200	6
GSM3237944	MDA-MB-468	sunitinib	Breast	200	24
GSM3237942	MDA-MB-468	sunitinib	Breast	2000	2
GSM3237943	MDA-MB-468	sunitinib	Breast	2000	6
GSM3237941	MDA-MB-468	sunitinib	Breast	2000	24
GSM3238461	MDA-MB-468	topotecan	Breast	0	2
GSM3238462	MDA-MB-468	topotecan	Breast	0	6
GSM3238460	MDA-MB-468	topotecan	Breast	0	24
GSM3238467	MDA-MB-468	topotecan	Breast	10	2
GSM3238468	MDA-MB-468	topotecan	Breast	10	6
GSM3238466	MDA-MB-468	topotecan	Breast	10	24
GSM3238464	MDA-MB-468	topotecan	Breast	1000	2
GSM3238465	MDA-MB-468	topotecan	Breast	1000	6
GSM3238463	MDA-MB-468	topotecan	Breast	1000	24
GSM3231852	MOLT-4	5-Azacytidine	Leukemia	0	2
GSM3231853	MOLT-4	5-Azacytidine	Leukemia	0	6
GSM3231851	MOLT-4	5-Azacytidine	Leukemia	0	24
GSM3231855	MOLT-4	5-Azacytidine	Leukemia	1000	2
GSM3231856	MOLT-4	5-Azacytidine	Leukemia	1000	6
GSM3231854	MOLT-4	5-Azacytidine	Leukemia	1000	24
GSM3231858	MOLT-4	5-Azacytidine	Leukemia	5000	2
GSM3231859	MOLT-4	5-Azacytidine	Leukemia	5000	6
GSM3231857	MOLT-4	5-Azacytidine	Leukemia	5000	24
GSM3232845	MOLT-4	cisplatin	Leukemia	0	2
GSM3232846	MOLT-4	cisplatin	Leukemia	0	6
GSM3232844	MOLT-4	cisplatin	Leukemia	0	24
GSM3232851	MOLT-4	cisplatin	Leukemia	3000	2
GSM3232852	MOLT-4	cisplatin	Leukemia	3000	6
GSM3232850	MOLT-4	cisplatin	Leukemia	3000	24
GSM3232848	MOLT-4	cisplatin	Leukemia	15000	2
GSM3232849	MOLT-4	cisplatin	Leukemia	15000	6
GSM3232847	MOLT-4	cisplatin	Leukemia	15000	24
GSM3233344	MOLT-4	dasatinib	Leukemia	0	2
GSM3233345	MOLT-4	dasatinib	Leukemia	0	6
GSM3233343	MOLT-4	dasatinib	Leukemia	0	24
GSM3233347	MOLT-4	dasatinib	Leukemia	100	2
GSM3233348	MOLT-4	dasatinib	Leukemia	100	6
GSM3233346	MOLT-4	dasatinib	Leukemia	100	24
GSM3233350	MOLT-4	dasatinib	Leukemia	2000	2
GSM3233351	MOLT-4	dasatinib	Leukemia	2000	6
GSM3233349	MOLT-4	dasatinib	Leukemia	2000	24
GSM3234371	MOLT-4	erlotinib	Leukemia	0	2
GSM3234372	MOLT-4	erlotinib	Leukemia	0	6
GSM3234370	MOLT-4	erlotinib	Leukemia	0	24
GSM3234377	MOLT-4	erlotinib	Leukemia	1000	2
GSM3234378	MOLT-4	erlotinib	Leukemia	1000	6
GSM3234376	MOLT-4	erlotinib	Leukemia	1000	24
GSM3234374	MOLT-4	erlotinib	Leukemia	10000	2
GSM3234375	MOLT-4	erlotinib	Leukemia	10000	6
GSM3234373	MOLT-4	erlotinib	Leukemia	10000	24
GSM3235384	MOLT-4	gemcitibine	Leukemia	0	2
GSM3235385	MOLT-4	gemcitibine	Leukemia	0	6
GSM3235383	MOLT-4	gemcitibine	Leukemia	0	24
GSM3235390	MOLT-4	gemcitibine	Leukemia	200	2
GSM3235391	MOLT-4	gemcitibine	Leukemia	200	6
GSM3235389	MOLT-4	gemcitibine	Leukemia	200	24
GSM3235387	MOLT-4	gemcitibine	Leukemia	2000	2
GSM3235388	MOLT-4	gemcitibine	Leukemia	2000	6
GSM3235386	MOLT-4	gemcitibine	Leukemia	2000	24
GSM3236389	MOLT-4	paclitaxel	Leukemia	0	2
GSM3236390	MOLT-4	paclitaxel	Leukemia	0	6
GSM3236388	MOLT-4	paclitaxel	Leukemia	0	24
GSM3236395	MOLT-4	paclitaxel	Leukemia	10	2
GSM3236396	MOLT-4	paclitaxel	Leukemia	10	6
GSM3236394	MOLT-4	paclitaxel	Leukemia	10	24
GSM3236392	MOLT-4	paclitaxel	Leukemia	100	2
GSM3236393	MOLT-4	paclitaxel	Leukemia	100	6
GSM3236391	MOLT-4	paclitaxel	Leukemia	100	24
GSM3236920	MOLT-4	sirolimus	Leukemia	0	2
GSM3236921	MOLT-4	sirolimus	Leukemia	0	6
GSM3236919	MOLT-4	sirolimus	Leukemia	0	24
GSM3236926	MOLT-4	sirolimus	Leukemia	10	2
GSM3236927	MOLT-4	sirolimus	Leukemia	10	6
GSM3236925	MOLT-4	sirolimus	Leukemia	10	24
GSM3236923	MOLT-4	sirolimus	Leukemia	100	2
GSM3236924	MOLT-4	sirolimus	Leukemia	100	6
GSM3236922	MOLT-4	sirolimus	Leukemia	100	24
GSM3237948	MOLT-4	sunitinib	Leukemia	0	2
GSM3237949	MOLT-4	sunitinib	Leukemia	0	6
GSM3237947	MOLT-4	sunitinib	Leukemia	0	24
GSM3237954	MOLT-4	sunitinib	Leukemia	200	2
GSM3237955	MOLT-4	sunitinib	Leukemia	200	6
GSM3237953	MOLT-4	sunitinib	Leukemia	200	24
GSM3237951	MOLT-4	sunitinib	Leukemia	2000	2
GSM3237952	MOLT-4	sunitinib	Leukemia	2000	6
GSM3237950	MOLT-4	sunitinib	Leukemia	2000	24
GSM3238470	MOLT-4	topotecan	Leukemia	0	2
